building_id,water_usage_liters,waste_produced_kg,recycled_waste_kg,occupancy_level,temperature_c,humidity_%,cloud_cover_%,wind_speed_kmph,dew_point_c,precipitation_mm,beam_irradiance_wm2,diffuse_irradiance_wm2,reflected_irradiance_wm2,is_peak_hour,day_type,solar_generation_kwh,energy_consumption_kwh,total_energy_saved_kwh,building
B2,898.2030716529024,6.393521339686044,8.004272188963206,0.53,17.109897903868138,58.563884796352,14.473293333807224,7.097957272959726,-0.3335664957723683,3.9967589044187033,187.71035252025325,396.8070854058858,41.38072943568399,1,Weekend,29.23,375.15,22.12,green_smart_campus_dataset
B3,290.0643123295496,20.245319038702924,13.517393505486227,0.88,33.705883709312346,27.75201841338299,30.64577313504506,15.728055483474987,20.427227033457864,7.21809795885717,907.1041317967456,241.53117224908272,88.87572439699953,1,Weekday,57.43,200.64,43.2,green_smart_campus_dataset
B3,762.9487819686366,11.02009540182933,13.878193077827598,0.49,34.845873237333535,40.2195786332142,76.58659869388082,14.604865883364043,-4.923227571950081,9.530041552097204,639.9201363615231,276.4135709124695,55.8306159431888,0,Weekend,45.82,325.02,41.88,green_smart_campus_dataset
B1,632.5587813159283,14.670181051297,1.7721922684249964,0.68,-0.3382156000546965,34.55216386842011,30.57588231556988,15.845694673598569,7.34110466103261,7.53558584739126,727.9731997127665,371.7465152129204,68.3422140291474,1,Weekend,54.99,294.35,50.24,green_smart_campus_dataset
B1,277.22757615635265,7.01452030716284,12.488981844962703,0.45,28.981750382164883,47.75946017579567,40.84187074986926,17.932074298302666,23.34886509276476,1.7944866288060437,517.5975019302596,180.90014620378207,54.60682077131321,1,Weekend,34.92,205.35,30.0,green_smart_campus_dataset
B1,393.5150626070712,8.679081277373633,1.5277634659173889,0.63,14.992890309943562,27.78516025015508,30.160356629716457,0.4758063398184603,11.875463719061605,9.35521285464403,780.8325219789064,108.29195742495406,50.74479644416912,1,Weekday,44.46,229.26,37.81,green_smart_campus_dataset
B2,209.92322902185185,12.449430887396094,6.140374759730317,0.52,10.502653531993284,22.22892211836685,8.022429180102996,2.627139879311072,15.102191796305348,3.921334325530672,626.0475375808005,148.97904902569366,86.31799455149708,0,Weekday,38.75,159.77,29.22,green_smart_campus_dataset
B2,575.0143723716046,7.243987514003928,8.592199658695108,0.49,19.5228923953086,65.97558032410222,93.94336228961872,8.987086295680315,5.093294698671249,4.741893609269129,148.4210098874712,190.97822925009223,36.52339735347632,0,Weekday,16.97,263.15,14.06,green_smart_campus_dataset
B1,441.01220860800026,27.77065661715788,3.073411180779784,0.98,-2.761377709519719,62.71742848028634,54.853899207118886,3.871499938039544,-9.302374150809817,4.215762373706355,901.087331854322,275.7561884395434,13.29663001273522,1,Weekend,58.84,228.62,56.57,green_smart_campus_dataset
B3,678.6859874382071,5.151176079599461,11.448393375967076,0.41,15.258444750683196,69.58512552270628,78.78331881854967,1.8830010636138537,12.614562892852188,2.8054702328771897,374.9825321090982,51.60581030040236,89.18043791904651,1,Weekday,21.33,312.67,20.4,green_smart_campus_dataset
B2,437.7902461668938,17.096505471607784,1.11696585840994,0.85,29.83562280106667,66.22705081899409,65.8357092185296,16.024109899933297,12.117349849984343,8.950442877974838,224.10169967920197,348.6841251684445,84.25215577460648,0,Weekend,28.64,220.31,25.73,green_smart_campus_dataset
B2,439.93528920558776,8.081186453313787,3.360386678076516,0.99,3.538460645558752,28.000627679966847,51.42542790619751,20.38341193727748,-6.1350327237833415,3.322388658966161,179.2369069338842,76.63289056744065,42.990442711265146,0,Weekday,12.79,243.87,12.78,green_smart_campus_dataset
B2,794.5545589852827,12.691977236948713,9.13115561794866,0.31,12.055595790777003,40.37552169629524,8.967825665938012,18.81566643585706,6.175589976862103,5.785964696795464,748.3962824578997,365.2293021214927,26.69060248346901,0,Weekday,55.68,339.61,53.9,green_smart_campus_dataset
B1,238.5142687826828,28.15148899545664,11.001425868522093,0.79,32.57923550859502,29.066862693024667,64.27335452703043,20.42599446522948,22.03651306329776,2.400335843743302,733.5715301239238,382.3020824217146,70.79802787436239,1,Weekday,55.79,199.46,41.48,green_smart_campus_dataset
B1,922.3159961535898,9.042363831849672,13.833003437714826,0.48,12.142553512227892,79.00806814339941,15.537035593683212,16.64641360144693,-2.8220308809808703,7.973753747701804,730.1459123319436,396.5359779392469,17.088481327207532,0,Weekend,56.33,380.72,46.18,green_smart_campus_dataset
B1,881.8110995129451,29.145807992958314,10.876953127084734,0.33,9.334705293295931,72.28325587488663,41.43831693562766,18.38363304535505,6.138456412193861,7.741986595291865,924.1774954134094,333.32856454240715,48.13792799849276,0,Weekend,62.88,358.46,46.5,green_smart_campus_dataset
B1,734.2437465811253,10.144859424735545,10.404909783568122,0.58,12.62146592493513,34.10689020427697,62.91131434804304,6.794469355207533,6.138611482018213,2.96312138447044,414.0487197978864,99.6494340790534,17.727608938602803,1,Weekday,25.68,313.74,21.57,green_smart_campus_dataset
B1,674.5772560859075,23.539152711670734,6.5207760489093,0.95,15.778110660702254,43.891646834292544,78.22290004721233,24.825200907104108,18.376651385167342,6.815540731434536,605.0197507230309,297.15846512881524,63.81187077958865,1,Weekday,45.11,324.4,42.08,green_smart_campus_dataset
B3,913.8419985117218,18.66693162243279,1.0179819573752198,0.31,20.279653765258757,87.663049458495,68.50451757086195,4.579141362347178,18.86015546153056,7.038735330949497,657.5460246949145,121.16245171286178,12.448754542866698,0,Weekend,38.94,361.7,29.08,green_smart_campus_dataset
B3,348.2641436229716,27.11196818991898,2.682229622298707,0.71,27.027712036669243,61.591155051575605,67.15335290546288,5.362346859734562,16.574429688218718,5.625114161047662,981.5336457098164,363.9947424531414,66.63145380708804,1,Weekend,67.28,212.6,64.87,green_smart_campus_dataset
B1,263.1753297526629,18.849831387578277,8.483763626584548,0.65,13.084088230572569,76.08089181108102,14.90422091752075,7.223045795396171,2.79089557158958,6.0059838227167015,381.1115293467327,160.81207397937067,70.58850159604569,1,Weekend,27.1,208.29,23.6,green_smart_campus_dataset
B2,391.6081359276305,18.36398047890772,10.451818401821876,0.91,27.69923740360561,38.52137243381104,34.61285400715879,24.38331075266447,-7.478707624351797,5.7445463829079575,960.6980799135464,164.3785919762644,53.8430027162636,1,Weekend,56.25,236.76,52.01,green_smart_campus_dataset
B1,835.6626229601522,9.886450009209998,6.844275974550475,0.36,16.348826454083223,34.70370441255137,4.291227266019416,24.707214733847653,2.2319042028404947,0.8186440399484562,233.86089977414323,371.1786535702033,25.750659636785063,0,Weekday,30.25,355.58,21.58,green_smart_campus_dataset
B3,227.73621338118664,9.155734051291468,11.229506161397463,0.78,8.539220414719107,74.87418501925839,71.94768931764645,19.87234374266244,13.792692044496889,6.70265344713785,787.6013104250578,54.63087477429659,19.12545447644865,1,Weekday,42.11,191.24,30.66,green_smart_campus_dataset
B3,666.2454680667918,27.91222877788785,8.306072134650503,0.78,21.31803312477657,68.01107186620081,95.2585981317419,15.726439963990844,14.596130107117672,4.697750098386912,669.5973100183716,117.88815301924942,38.196311332330296,1,Weekday,39.37,321.78,34.89,green_smart_campus_dataset
B2,996.350012953048,13.195954971250853,2.0384667383203707,0.77,23.708890189739652,67.66845504482346,26.411039017907576,13.001564379615337,23.775007331685167,4.384572805414136,835.2064335447888,197.67629329720927,51.86860116400111,1,Weekend,51.64,427.38,49.13,green_smart_campus_dataset
B3,884.5568750700315,14.302056374072398,3.688227513551284,0.96,17.321959025179503,58.68442072804357,8.769670916230933,24.265521142171146,5.877443100529797,8.599992187818007,125.81701627586244,295.2525485585676,67.798748516036,1,Weekend,21.05,373.28,20.25,green_smart_campus_dataset
B1,617.1565512348716,23.99559146070971,12.7599751254152,0.88,-2.7354010746110635,59.45048399435842,47.55700767536536,17.39057007145619,12.135245402910162,0.2322671346111771,170.31793864515024,276.6481581156574,10.112511476664968,1,Weekday,22.35,295.92,20.26,green_smart_campus_dataset
B2,250.91272742931383,13.470587060570184,11.148778452742151,0.33,1.795315006432996,71.49882537143776,85.66982231275688,23.618253208150755,8.87168047528861,2.513149179587552,162.72620161223128,284.2941563085022,73.99575273118268,1,Weekday,22.35,177.61,16.99,green_smart_campus_dataset
B1,865.0988115085679,28.80156116597507,13.52666781817493,0.63,6.411908835609129,38.90017367848367,55.19741952717797,7.913769986940597,-4.728350396036692,1.2140349984274634,633.663509947559,358.00770994373244,74.14407389127489,1,Weekday,49.58,372.03,37.61,green_smart_campus_dataset
B1,679.1828065417685,23.44819422497001,2.645801487693112,0.58,6.305024238059724,44.6937926099869,4.67771501901133,8.344369806739142,6.142086524624762,0.3534104460972576,642.6424608179842,92.3606443026398,50.00840258432498,1,Weekday,36.75,315.02,35.44,green_smart_campus_dataset
B2,291.9463976476535,19.9357310643355,14.863115484611034,0.52,21.936832009874824,81.01457393640385,97.4272240527946,21.36811485296089,9.0692304141148,2.7567699767594758,915.4944004194788,232.75659367656965,40.906580117315656,1,Weekday,57.41,181.54,42.14,green_smart_campus_dataset
B1,275.085827858685,27.022379013618814,3.9316939952990704,0.62,-4.266053533054697,41.620564070851046,82.86499099626006,3.74637301463236,23.27623621147905,9.884762727946775,520.8431630666005,303.917191185871,85.80777082033228,0,Weekend,41.24,179.3,37.36,green_smart_campus_dataset
B3,927.701455549274,6.240147708737069,1.164918268012988,0.57,25.227271081980795,58.24166999655093,13.159407705151017,23.648196532401894,2.828866904313463,2.7022917320757376,161.24414950446754,272.6414550234576,80.61287338281052,1,Weekday,21.69,404.29,18.65,green_smart_campus_dataset
B1,735.3602103504627,11.426567304730218,14.963921146749758,0.6,5.613698992277328,69.1847624804679,92.17977565035088,12.686858866585188,24.30346860877922,6.637058197957714,288.5764614602639,206.90994197874363,98.49484796659516,1,Weekend,24.77,335.77,20.47,green_smart_campus_dataset
B2,863.4294394534044,16.625908355522746,4.935034396231584,0.99,7.400873848644096,89.99473787832235,45.06882886051886,23.16034696459244,8.980502590842956,1.1829889004072147,107.2657853360586,55.99010505525739,43.47377248050569,1,Weekend,8.16,380.76,6.79,green_smart_campus_dataset
B2,903.1831202258138,10.674463486788024,10.352272335175838,0.36,16.11639311775697,50.47039320467324,37.18979905749412,8.419819718145327,-1.5135764843929866,6.018476300472299,799.0430726155645,71.15829297675963,91.61493443713886,1,Weekend,43.51,380.74,42.79,green_smart_campus_dataset
B2,657.4178816386577,23.5976296825538,3.473552398468273,0.95,3.6370240375583016,49.96650136374606,46.10533305271882,17.898972603484925,-3.291746454446727,9.844814831383133,834.039493192697,91.62946439884284,17.866169730365705,1,Weekday,46.28,292.92,44.36,green_smart_campus_dataset
B1,613.957081404033,27.98020077634313,9.123199450787984,0.64,30.378852543021104,78.98118656035672,83.45719568709472,12.071878049317242,-5.040677895891888,2.918375234604653,998.1463746557224,170.12971349237725,47.0319459625767,1,Weekend,58.41,294.58,56.04,green_smart_campus_dataset
B2,544.3419282567921,15.594252998273085,13.65648981036383,0.74,-1.5852488269373888,76.38521778819043,65.94796782867857,15.670090756136826,5.852650470070856,8.480756163755828,470.9750041477849,91.1787084335014,51.88367068737931,0,Weekday,28.11,277.5,23.11,green_smart_campus_dataset
B2,453.55727023289546,13.553315002797374,5.482536343998141,0.88,12.775294492042594,71.1753117214184,5.924845239972754,12.609312328478806,-9.232574957387689,9.975713803665355,117.36853786143328,199.1288095719129,49.67868845831124,1,Weekday,15.82,237.97,11.58,green_smart_campus_dataset
B1,547.6767686869694,29.03876830343916,10.38355566462103,0.55,28.9768907781956,52.42607461863202,95.7604371116171,24.177890434284038,5.576584916020288,5.88554088720744,311.256893341335,112.5246967049528,66.25883695880114,1,Weekend,21.19,283.07,21.18,green_smart_campus_dataset
B3,819.1037245841251,16.12131082068852,3.630650243177831,0.6,19.63375577684943,42.67573841125011,14.778413347831776,17.30263494534793,24.594164225458123,3.094011004280354,628.9919808969662,322.7081691341721,25.318705495435204,0,Weekday,47.59,330.73,35.39,green_smart_campus_dataset
B1,681.5387448121053,17.22621001123208,9.747135582062151,0.59,6.693180633705339,62.61113378093941,74.55679517353511,6.282974215657886,13.453737850279332,6.735312598991562,965.7486703474628,355.0206658492755,87.98069545536268,0,Weekend,66.04,307.28,56.44,green_smart_campus_dataset
B2,914.0186319638768,13.791246808547632,5.710304925445142,0.56,11.830408311058427,81.33563051921487,63.6136530428131,22.741923047627115,16.592514242014165,8.448482062686187,193.2206963237149,186.37662778886155,59.658761668567536,0,Weekday,18.98,381.86,14.79,green_smart_campus_dataset
B2,554.7040115033501,27.738711825303454,3.956915620231324,0.95,23.267775213700585,81.86442207460107,18.75280479465609,7.350743453877609,-5.83481132486081,1.7135024296197832,209.4157181446685,228.9661178604736,91.3788593211938,1,Weekday,21.92,276.88,18.7,green_smart_campus_dataset
B1,685.6716629750032,19.223887082046268,5.384548709850892,0.88,33.93042973455597,27.59488415493069,17.073207611304962,9.290127482521408,6.558530152153178,4.525157638414533,731.5830867510487,383.7236845463296,10.236847961933629,1,Weekend,55.77,343.13,44.14,green_smart_campus_dataset
B3,705.046042473591,24.05436467954112,3.503774959109191,0.38,30.72554873517734,49.98451986692055,87.03275937046921,2.5530924505053343,0.0178085358999862,3.191877101238409,700.4863495193946,237.42771437201716,66.69893022336967,1,Weekend,46.9,316.95,45.45,green_smart_campus_dataset
B2,673.3577298450605,25.29516795877216,13.62682550973036,0.38,8.69731233529507,52.53053693391246,41.96949234995972,22.49916299490477,21.293413479616024,2.833589969623799,325.45571978064976,398.2756255451987,47.12120621693496,1,Weekday,36.19,307.69,35.85,green_smart_campus_dataset
B2,762.1070184684131,13.546226047931455,6.560616408439804,0.6,34.9279151715143,88.43307572666272,65.45765141741386,7.152800580696575,-3.654763479513062,8.608212607401725,831.830311913067,99.74584779221912,55.45891555745118,1,Weekend,46.58,341.93,38.34,green_smart_campus_dataset
B2,389.946774699845,15.8423582830095,4.433910269641142,0.37,-4.859813458757669,67.45986106698092,50.40710038566733,6.472940448284559,6.055666449785971,4.216540068218385,215.9008799297169,351.7792472088444,76.94240597022568,1,Weekend,28.38,221.53,20.46,green_smart_campus_dataset
B1,609.8910220366325,26.211794360156617,7.277709774223059,0.73,-3.894809767663397,48.50724920834494,72.73535170759595,23.006564949873848,10.58167014209732,3.3907634180391275,933.167660299084,224.0210509355379,30.443657350302065,0,Weekday,57.86,272.4,52.02,green_smart_campus_dataset
B2,283.3798422466781,14.081383791895256,5.487506335290938,0.4,27.95362060684775,21.82405201899151,47.92423750393306,20.138171560125837,7.991438205248642,6.035105414260137,280.92873729917926,57.949938937383855,28.44094916929492,1,Weekend,16.94,184.64,13.77,green_smart_campus_dataset
B3,507.60906211585007,24.84837833629628,11.421869553386564,0.67,2.9785074733220807,59.576961206943714,28.73799152555684,3.52697303798436,19.058523478964258,2.1940157963738125,173.2171354507045,390.278029503772,73.27070359634288,1,Weekend,28.17,273.06,28.05,green_smart_campus_dataset
B2,590.1336548970115,28.52480806436093,14.59707876639692,0.31,-2.5692292641503656,26.72531829468493,36.33833709964964,19.23311259759202,-1.8991390038125855,2.298934905680789,405.5698778264692,387.76676491017525,56.92291830497621,0,Weekday,39.67,275.67,28.83,green_smart_campus_dataset
B2,721.779407636378,20.580259326700173,7.132471193767056,0.52,4.485922929460088,78.41149701434341,85.90776944503426,22.825827451344768,3.2086888648291936,5.202887308715046,269.05715968109047,184.1447940640105,31.02751882555213,1,Weekend,22.66,345.93,16.67,green_smart_campus_dataset
B3,960.4248420689628,23.54068218629722,13.054467599611366,0.77,12.044006159234408,72.67630623992534,46.8034692922727,1.962780455268598,17.72295038008834,4.092727286461841,574.2471025324296,383.9497248800667,53.56167712024739,0,Weekday,47.91,386.96,43.59,green_smart_campus_dataset
B2,680.5208532386847,25.127432801028373,8.922083029834674,0.64,24.222650817336195,52.23564119357251,21.344933224460927,20.630374872614325,8.482499410788169,2.9498238392232445,718.1618836345534,99.353374783491,51.36025651994436,0,Weekend,40.88,313.25,37.92,green_smart_campus_dataset
B1,794.8751329412478,26.12599122241606,3.2012993113192687,0.98,19.97342106204822,50.044754567918986,93.46053880772531,13.6855012968264,4.074108497678505,0.539511322741022,541.8294206304621,288.0385493922388,72.22999846737804,0,Weekday,41.49,347.47,34.91,green_smart_campus_dataset
B1,605.0128475961621,14.8763334464199,10.668718389138782,0.91,4.504848702416817,82.81372758981381,79.6600456498377,16.729936234470017,-8.969511983930897,5.207742386385216,694.5465986298799,117.17514541074208,10.239499325735146,0,Weekend,40.59,281.27,31.79,green_smart_campus_dataset
B1,707.283225101065,6.281586479399954,8.18808295976148,0.55,15.130817924023376,40.19208452926899,5.566614605619913,12.321358472623425,16.368489840546328,8.16609205601075,428.428462959986,136.32653271718968,62.808423919433466,1,Weekday,28.24,315.39,22.39,green_smart_campus_dataset
B3,256.7457729070188,15.046906780918489,10.108491325529448,0.33,32.04856421594275,37.431397347473954,99.89429619805178,17.445077122631965,24.02637272883661,8.51377205286058,125.130337514776,322.7681030209119,64.51103354610478,1,Weekday,22.39,169.75,17.94,green_smart_campus_dataset
B2,403.5132646734776,21.84390574460225,13.455623776003309,0.89,27.600311079350305,85.74382029780334,69.49266964401023,0.8524465416688304,11.710045332097849,2.354399797260802,976.657711802634,182.07532959785323,77.09591234691278,1,Weekday,57.94,239.66,44.47,green_smart_campus_dataset
B1,489.4824745641109,16.25875964451982,7.166083989184645,0.94,7.927591393271737,76.64720857274378,16.026659904058693,19.06766808058209,19.97894272410781,5.996412039474883,837.4721540859958,52.49462599001741,90.03074194319042,1,Weekend,44.5,273.13,42.51,green_smart_campus_dataset
B3,577.9946840052108,23.72407877150996,13.61648672504298,0.87,34.29058245422785,77.44379151470363,23.716768129859645,0.8335924464739602,8.090651011822416,8.558813094629404,166.07694167616526,194.98344846845808,49.617081740052,1,Weekday,18.05,270.13,12.99,green_smart_campus_dataset
B2,236.51899640190695,13.924560736716597,11.509366199943168,0.39,23.34481601740524,33.66356699931479,69.24454812415469,11.382496193683586,-1.89116621018224,4.087259282762648,504.258756540701,129.82426222153583,40.8268201877996,1,Weekday,31.7,178.03,26.06,green_smart_campus_dataset
B3,312.0192780426541,20.86860352760074,7.840468962291787,1.0,-2.5020257733287288,30.03071940016541,77.9761055279122,3.774124828257372,-9.494526351769908,9.321368173075284,671.5171630646872,289.1654697454019,19.208833976015768,0,Weekend,48.03,192.06,44.39,green_smart_campus_dataset
B1,421.45144623304463,9.660495121349364,9.445109899211491,0.48,-3.593571468454453,21.82206848719944,23.903594314980616,20.58935693378268,12.868939365649624,9.029785291295529,271.53484351537406,118.0570438532251,40.315226040390975,0,Weekday,19.48,234.53,13.66,green_smart_campus_dataset
B1,977.2261527208406,23.73423591612392,5.55813585526616,0.81,1.7363179604011991,36.592905624307605,25.696885389927083,7.841522729391714,7.258809688688562,2.081338974188094,620.1897502264943,344.7887349527665,16.163619799996695,0,Weekday,48.25,393.84,46.48,green_smart_campus_dataset
B1,465.0776056824406,18.642399220325647,14.77036219634284,0.94,24.11423472200587,74.19333442000274,30.712069487206083,11.352338615108312,17.373435148066054,2.5896483290020376,580.2837563059184,143.4825542378575,82.25381848073093,0,Weekday,36.19,256.25,33.0,green_smart_campus_dataset
B3,585.632846489666,10.101609713665017,10.342916282705543,0.46,2.349557033697116,36.80268931349048,59.80183648366367,10.71876853245779,14.31388461023566,1.8044199864596888,287.4386696812343,187.5598903990548,82.63055330612528,0,Weekday,23.75,274.03,17.15,green_smart_campus_dataset
B3,356.87817019071434,12.29777933744518,1.6138559349528183,0.94,15.45947076835334,71.03722985164134,17.181617830127692,19.312549142117664,24.578332887229763,1.960543514547023,227.08927834970797,154.3129012789843,47.55138915653003,1,Weekend,19.07,208.63,18.47,green_smart_campus_dataset
B1,688.6240568606146,23.71521771454581,5.572706680472122,0.52,-1.2695951927667304,37.633578575719504,10.42431988847775,12.028608994899386,7.860940419421393,9.07862087173498,783.0660606567737,275.373171733278,33.367711048884175,1,Weekend,52.92,314.56,44.78,green_smart_campus_dataset
B3,424.5465724127795,17.065030891538015,9.726402072626804,0.98,31.835446313207804,47.67047485654702,67.88640890855136,19.72395837525865,4.951117638555328,9.311379091926227,390.3278015346704,85.40723942923884,20.62180679070446,0,Weekend,23.79,227.09,21.31,green_smart_campus_dataset
B1,365.5940627507414,10.400786009826806,1.7886658891893572,0.5,8.758424543342702,88.82136029379859,77.90979397931702,1.8377069200668807,0.0358891303753239,0.5189724118513095,319.63648045801904,217.33478044438544,86.61134494196618,0,Weekday,26.85,217.0,25.9,green_smart_campus_dataset
B1,613.2581027567833,29.18177975925744,1.3343786784679987,0.97,31.325282262425237,37.13682118988949,50.09294044165055,4.789849197574878,6.690145212694606,5.936033556722048,764.0905175253898,167.0591853252703,88.97457505468648,1,Weekend,46.56,293.53,44.9,green_smart_campus_dataset
B2,204.40463932833663,22.8781254954222,7.300339353389236,0.34,32.79502567642177,46.34594391087873,36.383271026838536,13.788356241159017,20.550501734302276,5.642315628575716,762.4618228206838,359.4482871509102,33.96606531308326,1,Weekday,56.1,175.78,46.15,green_smart_campus_dataset
B3,206.13122611938027,28.928370813494904,5.65766251569738,0.8,-4.754854107452768,41.07610263256496,43.20427135264764,23.677208118817376,-8.514609597289056,3.905476467244599,348.76149070260624,75.69423275103733,65.95844936209872,1,Weekday,21.22,168.17,16.37,green_smart_campus_dataset
B1,375.2550472814862,15.67762613400858,7.136180512464323,0.67,13.56540748794928,27.67374904310016,38.84078338719519,1.868946168044508,24.226501655016605,6.31697592823107,885.3116151266684,340.3932727264992,33.27882983113498,1,Weekend,61.29,222.3,47.64,green_smart_campus_dataset
B1,229.3770900006569,16.877508517293013,4.677706338320072,0.63,-4.0137577717242845,54.292589949157744,95.99849082376753,1.0771054039216077,24.76575180077293,9.4736782551085,719.4251485651081,108.6881667854682,30.26139644292209,1,Weekday,41.41,174.31,38.5,green_smart_campus_dataset
B3,286.4206033045531,27.44888040462548,3.306048457201733,0.46,31.347710652116238,46.50834643331016,76.80899052191403,3.913766873196392,10.923748250576562,1.7025488272214615,411.1877960393843,81.0021809754843,11.908724556827377,0,Weekday,24.61,178.19,24.09,green_smart_campus_dataset
B2,471.0885194710013,18.126233506134614,10.648006997724728,0.79,15.736301789383036,68.6420960065096,20.808721485011027,16.028828221503915,1.6040471293390492,1.2041090971645565,484.740685166193,120.8130003430528,61.94434758274562,0,Weekend,30.28,257.24,21.85,green_smart_campus_dataset
B2,842.0685436638503,22.68197279764168,8.203995627749208,0.43,-2.002239492060127,77.23161828660824,38.41891520539801,9.97482291675618,-2.193286108729166,0.3339057082897567,754.038717337556,85.92854370413363,23.494738886700148,0,Weekend,42.0,347.72,29.59,green_smart_campus_dataset
B1,657.6389146954407,11.304321937388249,3.802158957491136,0.69,-0.5889308689373252,58.097480014694696,54.40122913631098,20.63880948544216,-0.322836151029243,3.6383330784014345,290.4254496059428,232.34438187074397,11.113406458023876,1,Weekday,26.14,307.3,24.75,green_smart_campus_dataset
B3,610.1341807651331,16.168161717566015,5.474251967639976,0.48,10.340360979709562,22.253749546113585,61.298586206368846,1.7983287870341451,-8.246310072325985,3.3762847707786605,521.8847132277017,395.87523352052347,19.43660479031356,0,Weekday,45.89,295.37,37.45,green_smart_campus_dataset
B2,434.7910585664973,8.086246645258878,9.285310707286564,0.97,32.60936771491558,63.32456493643051,46.81838960287671,4.910352170367527,6.62888354691756,4.308196881586439,688.2025080322896,62.0145731734906,38.23922724290324,0,Weekday,37.51,241.16,29.37,green_smart_campus_dataset
B3,945.4029755462532,10.149500896924042,2.01121087581469,0.32,22.716366062723235,23.87735110146574,81.01266350119592,7.500660136622391,-7.993650519745795,5.033100308809489,585.5486932078419,211.39492226181147,70.22468711005405,0,Weekday,39.85,400.5,30.15,green_smart_campus_dataset
B3,517.6120329897533,5.023585381690777,3.064342129726514,0.44,29.70475464756529,63.14494265193174,76.76060194582317,15.66825216721963,15.146597517157382,7.578239940304546,647.4955113140439,185.12461518775163,28.236074799891263,1,Weekend,41.63,270.83,33.47,green_smart_campus_dataset
B1,269.6742134366172,5.9816262912165055,2.0254384575034616,0.47,9.658265853599186,67.95209644884319,50.51579186281667,17.12931725753868,3.0175309436498914,3.921133904575184,591.5912495291017,168.8622449862401,89.88315062785045,1,Weekend,38.02,186.77,37.69,green_smart_campus_dataset
B2,693.653212894241,29.432095579423237,12.372442657997665,0.59,-3.2714520180000672,33.84373393322629,85.44293867817304,3.1050823490943458,-3.022234388849289,3.306131093612336,279.3046994110181,166.15226365167632,35.9639569344655,1,Weekday,22.27,341.78,22.12,green_smart_campus_dataset
B1,291.07071478128114,11.058842378419058,11.53372926496813,0.46,33.972705488176565,77.35423041052397,75.10895304423859,23.59511772479349,9.069874524261344,8.26878820259627,469.18481047535926,363.2544648192618,39.8103660481285,1,Weekend,41.62,203.74,33.27,green_smart_campus_dataset
B2,476.1785142413537,21.582767737600047,11.546381046309598,0.64,-4.313080373505218,83.7759592101834,77.85818487206433,8.526103379755229,24.081575753505483,8.497966706536564,578.786945929791,56.64165257294141,29.61794619567796,0,Weekday,31.77,244.72,31.42,green_smart_campus_dataset
B2,605.9295509742471,25.97749246999029,11.028554808664392,0.91,32.90606612324356,76.91608748796737,95.64007794334168,17.829219075007078,14.329586715644638,2.327659642933532,802.0564681113515,321.2207355830484,32.84248033646546,0,Weekend,56.16,285.26,44.36,green_smart_campus_dataset
B2,899.3780197481407,18.766511480914104,10.371395931378167,0.8,9.747096953965787,41.35764331484575,26.646694120920262,13.10519297369247,7.211139753645607,3.146718227113084,688.5138134525884,138.5266125820796,16.67216030978276,1,Weekend,41.35,385.12,39.54,green_smart_campus_dataset
B2,594.8372642720949,8.828612502098904,7.67788681529445,0.71,-4.596383799124739,61.06501087119441,26.76481623668492,5.568952838677665,17.19200047390772,8.251163709100883,483.9318506673413,184.1534287861512,36.52935208445706,1,Weekday,33.4,289.86,25.5,green_smart_campus_dataset
B2,761.8070128253314,23.20291093340416,9.99189428909961,0.36,22.56628926898033,84.03706044338594,88.89522556906401,21.15570807788528,15.811676516464605,0.7940824429776483,976.9598489432308,197.0524694970022,87.36557136405607,1,Weekend,58.7,325.46,55.64,green_smart_campus_dataset
B3,994.2534711992564,20.006285252489576,1.537061767031645,0.79,34.221612161254164,42.44653083559949,77.22263733856795,20.455950704798248,21.21074113702278,3.258467803907379,197.01596951175264,156.6561139258102,71.9582087256052,0,Weekday,17.68,416.78,14.25,green_smart_campus_dataset
B1,305.1912959183853,23.281264733684377,9.700501917194984,0.42,33.6250289135037,77.40194755857975,92.65455414356272,9.901796347917251,-2.836586834211838,4.483501070408612,286.12438169947154,82.74560164238925,88.77413834790549,1,Weekend,18.44,201.76,13.99,green_smart_campus_dataset
B3,419.7852204156157,24.24366557142718,11.89028787751628,0.85,1.4374804480967374,20.66325918831876,6.313016032445306,14.715189642346385,20.06071516905562,1.8707161520057105,407.1813490284976,90.01579709030217,19.4373112941421,0,Weekend,24.86,231.95,24.37,green_smart_campus_dataset
B2,515.6608604781171,29.385259192118628,8.005017045381463,0.48,2.2499122426461997,20.25526919492734,62.77570772615966,6.445642398398493,0.535913046459461,1.7991419661069818,305.7148692891192,154.3458934289255,51.00549677579432,1,Weekday,23.0,287.77,17.58,green_smart_campus_dataset
B1,537.4625428310651,19.33908200066775,6.005186597981317,0.59,17.621556584786404,73.17981622372773,14.462833812344744,17.246290718657537,22.9349624738784,4.248620580135287,662.8977971254102,337.6331685105377,30.632938568210356,1,Weekend,50.03,266.47,49.91,green_smart_campus_dataset
B2,528.8168602124366,13.541027817265046,4.883974287213707,0.55,20.492193057132976,73.30133074889848,50.38971982925826,7.7256703155107855,-0.1627197868642689,7.545217247348557,135.59565640262974,97.11967847559414,74.90940315005332,1,Weekend,11.64,276.93,8.53,green_smart_campus_dataset
